iri	VeryPositive	Positive	Neutral	Negative	VeryNegative	count
http://purl.obolibrary.org/obo/DOID_13374	2.0	1.0	10.0	46.0	41.0	1
http://purl.obolibrary.org/obo/DOID_0111185	4.0	3.0	8.0	57.0	28.0	1
http://purl.obolibrary.org/obo/DOID_0070325	11.0	15.0	11.0	41.0	22.0	1
http://purl.obolibrary.org/obo/DOID_9828	0.0	0.0	9.0	68.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0111250	1.0	1.0	13.0	67.0	18.0	1
http://purl.obolibrary.org/obo/DOID_4159	5.066666666666666	17.666666666666668	24.466666666666665	41.1	11.633333333333333	30
http://purl.obolibrary.org/obo/DOID_3783	1.0	1.0	8.0	58.0	32.0	1
http://purl.obolibrary.org/obo/DOID_0112067	1.0	3.0	13.0	68.0	15.0	1
http://purl.obolibrary.org/obo/DOID_9095	3.0	10.0	27.0	50.0	10.0	1
http://purl.obolibrary.org/obo/DOID_5340	1.0	4.0	33.0	53.0	8.0	1
http://purl.obolibrary.org/obo/DOID_3252	6.0	15.0	22.0	45.0	12.0	2
http://purl.obolibrary.org/obo/DOID_9270	1.0	1.0	14.0	50.0	34.0	1
http://purl.obolibrary.org/obo/DOID_8307	0.0	0.0	7.0	66.0	26.0	1
http://purl.obolibrary.org/obo/DOID_8778	1.5	1.8333333333333333	14.166666666666666	41.0	41.5	6
http://purl.obolibrary.org/obo/DOID_0110143	1.0	2.0	10.0	62.0	24.0	1
http://purl.obolibrary.org/obo/DOID_14699	1.0	0.0	7.0	52.0	39.0	1
http://purl.obolibrary.org/obo/DOID_2345	1.3333333333333333	3.0	13.333333333333334	49.666666666666664	32.333333333333336	3
http://purl.obolibrary.org/obo/DOID_8361	20.0	60.0	15.0	3.0	1.0	1
http://purl.obolibrary.org/obo/DOID_0112191	1.3333333333333333	2.6666666666666665	18.333333333333332	56.333333333333336	21.333333333333332	3
http://purl.obolibrary.org/obo/DOID_865	2.6	8.1	23.2	50.6	15.2	10
http://purl.obolibrary.org/obo/DOID_0110608	2.0	1.0	10.0	47.0	40.0	1
http://purl.obolibrary.org/obo/DOID_14039	1.0	3.0	20.0	55.0	21.0	1
http://purl.obolibrary.org/obo/DOID_14464	1.0	1.0	12.0	52.0	34.0	1
http://purl.obolibrary.org/obo/DOID_0070310	1.5	2.0	12.5	56.0	28.5	2
http://purl.obolibrary.org/obo/DOID_0060610	3.0	5.0	14.0	60.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0080030	2.0	3.0	19.0	58.0	18.0	1
http://purl.obolibrary.org/obo/DOID_0050549	1.0	2.0	16.0	55.0	26.0	1
http://purl.obolibrary.org/obo/DOID_0110869	2.0	3.0	19.0	58.0	18.0	1
http://purl.obolibrary.org/obo/DOID_0111854	1.0	2.0	18.0	61.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0060196	1.0	1.0	13.0	64.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0111514	1.0	2.0	16.0	55.0	27.0	1
http://purl.obolibrary.org/obo/DOID_0060031	1.7142857142857142	3.4285714285714284	14.857142857142858	58.142857142857146	21.714285714285715	7
http://purl.obolibrary.org/obo/DOID_0070085	2.0	3.0	17.0	63.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0110525	1.0	3.0	25.0	57.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0112297	1.0	2.0	17.0	63.0	17.0	1
http://purl.obolibrary.org/obo/DOID_3429	1.0	2.0	15.0	58.0	23.0	1
http://purl.obolibrary.org/obo/DOID_5746	1.0	2.0	14.0	62.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0060428	1.0	1.0	14.0	46.0	38.0	1
http://purl.obolibrary.org/obo/DOID_1575	1.6666666666666667	3.3333333333333335	18.333333333333332	59.333333333333336	17.666666666666668	3
http://purl.obolibrary.org/obo/DOID_0080780	4.5	12.0	23.0	48.5	12.0	2
http://purl.obolibrary.org/obo/DOID_0070166	1.0	2.0	20.0	66.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0080181	2.0	2.0	14.0	53.0	30.0	1
http://purl.obolibrary.org/obo/DOID_0080293	1.0	3.0	18.0	62.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0111157	2.0	3.5	21.5	52.0	21.0	2
http://purl.obolibrary.org/obo/DOID_8310	1.0	3.0	17.0	61.0	17.0	1
http://purl.obolibrary.org/obo/DOID_10882	1.0	1.0	4.0	38.0	56.0	1
http://purl.obolibrary.org/obo/DOID_0060842	1.0	1.0	17.0	63.0	18.0	1
http://purl.obolibrary.org/obo/DOID_4008	5.0	11.0	15.0	55.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0040104	3.0	7.0	16.0	60.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0070266	11.0	28.0	17.0	34.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0070044	5.0	10.0	17.0	55.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0050331	1.0	1.0	13.0	64.0	21.0	1
http://purl.obolibrary.org/obo/DOID_0112170	1.0	0.0	6.0	43.0	49.0	1
http://purl.obolibrary.org/obo/DOID_0040057	3.0	5.0	20.0	58.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0112053	2.0	3.0	21.0	59.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0060519	2.8333333333333335	11.166666666666666	35.166666666666664	43.833333333333336	7.5	6
http://purl.obolibrary.org/obo/DOID_0110254	2.0	13.0	50.0	30.0	4.0	1
http://purl.obolibrary.org/obo/DOID_3608	3.0	7.0	25.0	54.0	11.0	1
http://purl.obolibrary.org/obo/DOID_8409	1.0	2.0	36.0	51.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0110706	3.0	5.0	17.0	61.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0112149	1.0	1.0	14.0	59.0	25.0	1
http://purl.obolibrary.org/obo/DOID_0060830	2.0	2.0	18.0	54.0	25.0	1
http://purl.obolibrary.org/obo/DOID_0110550	1.0	2.0	20.0	58.0	18.0	1
http://purl.obolibrary.org/obo/DOID_10040	4.0	19.0	36.0	35.0	6.0	1
http://purl.obolibrary.org/obo/DOID_0050788	2.0	2.3333333333333335	14.333333333333334	48.666666666666664	32.666666666666664	3
http://purl.obolibrary.org/obo/DOID_0111241	2.0	6.0	22.0	58.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0080747	5.666666666666667	11.333333333333334	17.333333333333332	52.0	14.0	3
http://purl.obolibrary.org/obo/DOID_5043	0.0	1.0	35.0	55.0	8.0	1
http://purl.obolibrary.org/obo/DOID_3891	1.0	4.0	18.0	66.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0070241	3.0	10.0	23.0	53.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0110091	1.0	2.0	17.0	62.0	18.0	1
http://purl.obolibrary.org/obo/DOID_0111037	1.0	2.0	19.0	60.0	18.0	1
http://purl.obolibrary.org/obo/DOID_9790	2.0	4.0	21.0	59.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0112247	6.0	25.0	37.0	27.0	6.0	1
http://purl.obolibrary.org/obo/DOID_11430	2.0	10.0	33.0	48.0	7.0	1
http://purl.obolibrary.org/obo/DOID_0060580	2.0	6.0	21.0	58.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0110698	2.0	5.0	24.0	58.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0111224	2.0	5.0	23.0	57.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0050751	1.0	2.0	11.0	64.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0111297	2.272727272727273	6.363636363636363	19.818181818181817	57.81818181818182	13.818181818181818	11
http://purl.obolibrary.org/obo/DOID_438	2.6666666666666665	8.5	18.583333333333332	53.083333333333336	17.208333333333332	24
http://purl.obolibrary.org/obo/DOID_0070061	2.0	4.0	20.0	62.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0110348	1.0	3.0	20.0	63.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0112040	1.0	2.0	18.0	58.0	21.0	1
http://purl.obolibrary.org/obo/DOID_3382	3.7	11.4	23.8	49.1	11.6	10
http://purl.obolibrary.org/obo/DOID_0110747	2.0	10.0	35.0	46.0	7.0	1
http://purl.obolibrary.org/obo/DOID_6961	3.0	10.0	25.0	52.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0112042	1.0	1.0	14.0	41.0	42.0	1
http://purl.obolibrary.org/obo/DOID_7429	2.0	1.0	10.0	50.0	36.0	1
http://purl.obolibrary.org/obo/DOID_11603	1.0	2.0	13.0	57.0	26.0	1
http://purl.obolibrary.org/obo/DOID_0111363	1.0	1.0	13.0	52.0	33.0	1
http://purl.obolibrary.org/obo/DOID_0050779	1.0	3.0	23.333333333333332	59.0	13.0	3
http://purl.obolibrary.org/obo/DOID_0110489	1.0	3.0	24.0	57.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0111390	1.0	1.0	13.0	48.0	37.0	1
http://purl.obolibrary.org/obo/DOID_0060435	3.0	7.0	23.0	54.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0110749	1.0	6.0	30.0	55.0	8.0	1
http://purl.obolibrary.org/obo/DOID_0070297	1.0476190476190477	3.0952380952380953	23.38095238095238	62.0	10.523809523809524	21
http://purl.obolibrary.org/obo/DOID_0050558	3.0	4.0	19.0	55.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0111160	1.0	1.0	13.0	59.0	26.0	1
http://purl.obolibrary.org/obo/DOID_0060152	6.0	14.0	23.0	44.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0060710	6.0	19.0	29.0	37.0	9.0	1
http://purl.obolibrary.org/obo/DOID_0080779	2.0	3.0	12.0	65.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0050730	2.3	7.2	21.4	57.3	11.8	10
http://purl.obolibrary.org/obo/DOID_0111425	2.0	3.0	13.0	67.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0111712	1.0	2.0	13.0	51.0	33.0	1
http://purl.obolibrary.org/obo/DOID_0111941	1.0	1.0	18.0	63.0	17.0	1
http://purl.obolibrary.org/obo/DOID_10604	9.0	29.0	21.0	32.0	8.0	1
http://purl.obolibrary.org/obo/DOID_10205	4.0	6.0	12.0	60.0	19.0	1
http://purl.obolibrary.org/obo/DOID_14753	2.0	7.0	29.0	50.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0111970	1.0	1.0	12.0	61.0	26.0	1
http://purl.obolibrary.org/obo/DOID_754	1.0	2.0	18.0	58.0	21.0	1
http://purl.obolibrary.org/obo/DOID_5844	1.0	2.0	20.0	61.0	16.0	1
http://purl.obolibrary.org/obo/DOID_1628	2.2	4.8	18.8	57.6	16.4	5
http://purl.obolibrary.org/obo/DOID_0050883	1.0	1.0	7.0	53.0	38.0	1
http://purl.obolibrary.org/obo/DOID_7461	2.0	6.0	29.0	53.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0060518	2.0	9.0	37.0	45.0	7.0	1
http://purl.obolibrary.org/obo/DOID_6043	2.0	3.0	12.0	61.0	23.0	1
http://purl.obolibrary.org/obo/DOID_8336	7.0	54.0	28.0	9.0	2.0	1
http://purl.obolibrary.org/obo/DOID_0111630	1.0	1.0	16.0	68.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0080483	1.0	3.0	19.0	62.0	14.0	1
http://purl.obolibrary.org/obo/DOID_10124	2.263157894736842	5.508771929824562	17.94736842105263	52.59649122807018	21.596491228070175	57
http://purl.obolibrary.org/obo/DOID_14499	1.0	1.0	14.0	54.0	30.0	1
http://purl.obolibrary.org/obo/DOID_5479	1.0	3.0	20.0	62.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0112015	1.0	2.0	22.0	59.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0080492	1.0	1.0	12.0	50.0	35.0	1
http://purl.obolibrary.org/obo/DOID_60000	3.857142857142857	11.0	24.285714285714285	50.285714285714285	11.0	7
http://purl.obolibrary.org/obo/DOID_0080330	2.0	2.0	11.0	66.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0110329	2.0	4.0	21.0	54.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0050587	1.0	5.0	44.0	45.0	6.0	1
http://purl.obolibrary.org/obo/DOID_0050782	1.0	1.0	8.0	63.0	28.0	1
http://purl.obolibrary.org/obo/DOID_0070008	3.0	4.0	13.0	62.0	18.0	1
http://purl.obolibrary.org/obo/DOID_0110855	1.0	2.0	20.0	62.0	14.0	1
http://purl.obolibrary.org/obo/DOID_6217	2.0	3.0	14.0	62.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0080800	1.0	1.0	11.0	68.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0110134	2.0	5.0	26.0	56.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0070284	1.0	3.0	24.0	62.0	10.0	1
http://purl.obolibrary.org/obo/DOID_268	26.0	27.0	6.0	27.0	15.0	1
http://purl.obolibrary.org/obo/DOID_11838	3.0	9.0	28.0	50.0	9.0	1
http://purl.obolibrary.org/obo/DOID_0111733	1.0	1.0	12.0	59.0	27.0	1
http://purl.obolibrary.org/obo/DOID_0111317	3.0	8.0	24.0	54.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0080872	2.0	1.0	6.0	37.0	55.0	1
http://purl.obolibrary.org/obo/DOID_5401	3.0	5.0	19.0	58.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0050657	2.0	1.0	8.0	43.0	47.0	1
http://purl.obolibrary.org/obo/DOID_0050485	1.0	1.0	14.0	55.0	29.0	1
http://purl.obolibrary.org/obo/DOID_11265	1.0	3.0	20.0	62.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0110426	2.0	5.0	27.0	57.0	10.0	1
http://purl.obolibrary.org/obo/DOID_3604	8.0	28.0	29.0	27.0	7.0	1
http://purl.obolibrary.org/obo/DOID_0110219	3.0	5.0	14.0	61.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0111555	3.0	11.0	34.0	43.0	9.0	1
http://purl.obolibrary.org/obo/DOID_0110055	1.0	4.0	33.0	55.0	8.0	1
http://purl.obolibrary.org/obo/DOID_0080158	5.0	15.0	23.0	48.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0080346	3.0	5.0	14.0	61.0	17.0	1
http://purl.obolibrary.org/obo/DOID_9746	3.5	10.0	23.5	50.5	12.5	2
http://purl.obolibrary.org/obo/DOID_0050926	2.0	4.0	17.0	61.0	15.0	1
http://purl.obolibrary.org/obo/DOID_8869	1.0	2.0	26.0	63.0	9.0	1
http://purl.obolibrary.org/obo/DOID_3449	4.0	14.5	33.5	40.0	7.75	4
http://purl.obolibrary.org/obo/DOID_2098	3.0	9.0	22.5	47.5	18.0	4
http://purl.obolibrary.org/obo/DOID_0111182	2.0	8.0	26.0	53.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0110758	2.0	10.0	35.0	46.0	7.0	1
http://purl.obolibrary.org/obo/DOID_5621	9.833333333333334	15.0	28.166666666666668	39.333333333333336	7.333333333333333	6
http://purl.obolibrary.org/obo/DOID_53	1.9	4.45	19.75	57.2	16.8	20
http://purl.obolibrary.org/obo/DOID_0110512	1.0	3.0	24.0	57.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0060229	2.0	1.0	6.0	52.0	40.0	1
http://purl.obolibrary.org/obo/DOID_13717	1.0	1.0	12.0	65.0	21.0	1
http://purl.obolibrary.org/obo/DOID_9935	1.0	1.0	11.0	54.0	32.0	1
http://purl.obolibrary.org/obo/DOID_0080840	1.0	2.0	15.0	63.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0112217	2.0	2.0	16.0	55.0	26.0	1
http://purl.obolibrary.org/obo/DOID_0050202	9.0	6.0	8.0	46.0	30.0	1
http://purl.obolibrary.org/obo/DOID_8224	4.0	9.0	21.0	52.0	14.0	1
http://purl.obolibrary.org/obo/DOID_3691	2.0	4.0	13.0	63.0	17.0	1
http://purl.obolibrary.org/obo/DOID_8438	2.0	2.0	12.0	65.0	20.0	1
http://purl.obolibrary.org/obo/DOID_0111777	1.0	1.0	15.0	48.0	35.0	1
http://purl.obolibrary.org/obo/DOID_1395	1.0	1.4	16.2	57.4	24.2	5
http://purl.obolibrary.org/obo/DOID_0111851	1.0	0.0	6.0	36.0	58.0	1
http://purl.obolibrary.org/obo/DOID_3267	8.0	28.0	29.0	27.0	7.0	1
http://purl.obolibrary.org/obo/DOID_0060427	4.0	10.0	24.0	50.0	12.0	1
http://purl.obolibrary.org/obo/DOID_4997	2.0	3.0	16.0	61.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0110113	4.0	10.0	20.0	49.0	16.0	1
http://purl.obolibrary.org/obo/DOID_418	3.0	7.0	22.0	47.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0110015	1.0	2.0	18.0	64.0	16.0	1
http://purl.obolibrary.org/obo/DOID_10208	1.0	2.0	18.0	63.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0080880	1.0	3.0	21.0	62.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0060021	18.0	54.0	18.0	7.0	3.0	1
http://purl.obolibrary.org/obo/DOID_0060852	1.0	1.0	12.0	52.0	33.0	1
http://purl.obolibrary.org/obo/DOID_12841	1.0	1.0	15.0	61.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0060548	1.0	1.0	10.0	39.0	49.0	1
http://purl.obolibrary.org/obo/DOID_0111006	2.0	8.0	36.0	47.0	7.0	1
http://purl.obolibrary.org/obo/DOID_0080069	2.0	2.0	11.0	67.0	17.0	1
http://purl.obolibrary.org/obo/DOID_10095	1.0	3.0	19.0	65.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0060111	4.0	9.571428571428571	18.428571428571427	52.714285714285715	15.0	7
http://purl.obolibrary.org/obo/DOID_0111433	1.0	3.0	19.0	63.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0111871	1.0	3.0	22.0	60.0	13.0	1
http://purl.obolibrary.org/obo/DOID_14566	3.4218134034165573	10.177398160315375	22.626149802890932	49.853482260183966	13.886990801576873	1522
http://purl.obolibrary.org/obo/DOID_7843	5.0	18.0	34.0	36.0	8.0	1
http://purl.obolibrary.org/obo/DOID_0060834	2.0	4.0	22.0	60.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0110479	1.0	3.0	24.0	57.0	15.0	1
http://purl.obolibrary.org/obo/DOID_4131	2.0	5.0	19.0	54.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0111595	2.0	2.0	15.0	59.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0111779	2.0	6.0	35.0	49.0	8.0	1
http://purl.obolibrary.org/obo/DOID_14305	2.0	6.0	26.0	56.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0060886	1.0	1.0	15.0	58.0	26.0	1
http://purl.obolibrary.org/obo/DOID_0111026	1.0	3.0	25.0	60.0	11.0	1
http://purl.obolibrary.org/obo/DOID_2843	1.8666666666666667	3.6	23.266666666666666	57.266666666666666	13.466666666666667	15
http://purl.obolibrary.org/obo/DOID_6448	4.0	14.0	26.0	47.0	9.0	1
http://purl.obolibrary.org/obo/DOID_2121	1.90625	4.0625	17.1875	55.25	21.5625	32
http://purl.obolibrary.org/obo/DOID_0050729	4.0	6.0	13.0	56.0	21.0	1
http://purl.obolibrary.org/obo/DOID_0110791	2.0	1.0	10.0	50.0	38.0	1
http://purl.obolibrary.org/obo/DOID_686	4.166666666666667	9.5	19.833333333333332	48.666666666666664	17.833333333333332	6
http://purl.obolibrary.org/obo/DOID_0110900	1.0	1.0	14.0	64.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0080600	2.0	4.0	15.0	61.0	18.0	1
http://purl.obolibrary.org/obo/DOID_0050914	3.0	5.0	13.0	57.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0080778	1.0	0.0	3.0	27.0	69.0	1
http://purl.obolibrary.org/obo/DOID_0050251	6.0	21.0	25.0	38.0	9.0	1
http://purl.obolibrary.org/obo/DOID_0111262	2.0	5.0	25.0	55.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0060585	4.0	11.0	18.0	54.0	13.0	1
http://purl.obolibrary.org/obo/DOID_4547	2.0	6.0	25.0	57.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0050514	1.0	1.0	6.0	55.0	37.0	1
http://purl.obolibrary.org/obo/DOID_0050906	5.0	19.0	29.0	39.0	8.0	1
http://purl.obolibrary.org/obo/DOID_16	2.682926829268293	7.8707317073170735	20.929268292682927	50.84878048780488	17.680487804878048	410
http://purl.obolibrary.org/obo/DOID_4327	1.0	0.0	4.0	6.0	89.0	1
http://purl.obolibrary.org/obo/DOID_0112195	1.0	2.0	15.0	54.0	28.0	1
http://purl.obolibrary.org/obo/DOID_0112251	1.0	2.0	15.0	60.0	22.0	1
http://purl.obolibrary.org/obo/DOID_10619	2.6666666666666665	7.333333333333333	22.333333333333332	57.0	10.666666666666666	3
http://purl.obolibrary.org/obo/DOID_0112242	2.0	4.0	23.0	57.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0060704	1.4285714285714286	2.0	16.714285714285715	52.857142857142854	27.0	7
http://purl.obolibrary.org/obo/DOID_11037	1.0	2.0	16.0	62.0	18.0	1
http://purl.obolibrary.org/obo/DOID_0111158	1.0	2.0	18.0	60.0	18.0	1
http://purl.obolibrary.org/obo/DOID_2043	1.0	0.0	4.0	14.0	81.0	1
http://purl.obolibrary.org/obo/DOID_0112227	2.0	3.0	12.0	65.0	19.0	1
http://purl.obolibrary.org/obo/DOID_10113	2.0	2.6666666666666665	11.333333333333334	54.0	30.0	3
http://purl.obolibrary.org/obo/DOID_7527	11.0	53.0	26.0	8.0	3.0	1
http://purl.obolibrary.org/obo/DOID_0050290	2.0	4.0	17.0	63.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0080422	1.0	2.0	16.0	55.0	26.0	1
http://purl.obolibrary.org/obo/DOID_0080856	1.0	1.0	13.0	66.0	19.0	1
http://purl.obolibrary.org/obo/DOID_1373	1.0	2.0	8.0	68.0	20.0	1
http://purl.obolibrary.org/obo/DOID_1532	2.1333333333333333	7.4	22.0	53.93333333333333	14.533333333333333	15
http://purl.obolibrary.org/obo/DOID_1595	7.5	27.0	24.5	35.5	6.0	2
http://purl.obolibrary.org/obo/DOID_0050565	1.8617021276595744	5.053191489361702	22.52127659574468	56.744680851063826	13.212765957446809	94
http://purl.obolibrary.org/obo/DOID_0060644	1.0	2.0	17.0	61.0	19.0	1
http://purl.obolibrary.org/obo/DOID_13622	2.0	1.0	7.0	57.0	34.0	1
http://purl.obolibrary.org/obo/DOID_0060087	2.2857142857142856	5.571428571428571	18.0	58.42857142857143	15.285714285714286	7
http://purl.obolibrary.org/obo/DOID_5750	1.0	1.0	11.0	49.0	38.0	1
http://purl.obolibrary.org/obo/DOID_0110352	1.0	3.0	19.0	63.0	13.0	1
http://purl.obolibrary.org/obo/DOID_9969	4.0	13.0	23.0	49.0	11.0	1
http://purl.obolibrary.org/obo/DOID_13482	15.0	40.0	21.0	18.0	6.0	1
http://purl.obolibrary.org/obo/DOID_0111875	1.0	1.25	14.5	60.25	23.0	4
http://purl.obolibrary.org/obo/DOID_0050680	1.0	1.0	11.0	50.0	35.0	1
http://purl.obolibrary.org/obo/DOID_8503	2.0	4.0	18.0	62.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0111689	1.875	3.25	16.75	58.875	19.625	8
http://purl.obolibrary.org/obo/DOID_1390	1.6666666666666667	3.0	17.333333333333332	62.0	16.0	3
http://purl.obolibrary.org/obo/DOID_227	1.0	3.0	30.0	58.0	8.0	1
http://purl.obolibrary.org/obo/DOID_0050201	1.0	0.0	4.0	16.0	79.0	1
http://purl.obolibrary.org/obo/DOID_0110839	1.0	4.0	27.0	59.0	9.0	1
http://purl.obolibrary.org/obo/DOID_0060310	1.0	2.0	18.0	63.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0080402	3.0	9.0	25.0	52.0	11.0	1
http://purl.obolibrary.org/obo/DOID_12797	1.0	1.0	21.0	63.0	14.0	1
http://purl.obolibrary.org/obo/DOID_14323	1.0	1.0	11.0	38.0	50.0	1
http://purl.obolibrary.org/obo/DOID_14766	2.6666666666666665	5.666666666666667	19.666666666666668	52.333333333333336	19.333333333333332	3
http://purl.obolibrary.org/obo/DOID_0050827	1.0	1.0	9.0	60.0	28.0	1
http://purl.obolibrary.org/obo/DOID_672	2.0	7.75	24.5	53.75	12.25	4
http://purl.obolibrary.org/obo/DOID_2689	3.0	9.0	18.0	57.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0080902	3.0	5.0	14.0	61.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0110259	2.0	4.0	16.0	64.0	14.0	1
http://purl.obolibrary.org/obo/DOID_11166	1.0	8.0	74.0	15.0	2.0	1
http://purl.obolibrary.org/obo/DOID_12842	5.5	31.0	19.0	37.0	7.5	2
http://purl.obolibrary.org/obo/DOID_0080379	1.0	4.0	23.0	57.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0060586	2.0	4.0	14.0	63.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0110204	1.0	2.0	12.0	67.0	18.0	1
http://purl.obolibrary.org/obo/DOID_5690	1.0	2.0	18.0	59.0	19.0	1
http://purl.obolibrary.org/obo/DOID_4930	2.0	5.0	23.0	57.0	12.0	1
http://purl.obolibrary.org/obo/DOID_4955	2.0	6.0	17.0	53.0	23.0	1
http://purl.obolibrary.org/obo/DOID_0050758	2.25	5.25	21.0	56.0	15.5	4
http://purl.obolibrary.org/obo/DOID_8991	2.0	6.0	22.0	58.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0050195	1.0	0.0	3.0	23.0	74.0	1
http://purl.obolibrary.org/obo/DOID_0080371	2.0	10.0	36.0	44.0	7.0	1
http://purl.obolibrary.org/obo/DOID_7436	4.0	16.0	35.0	38.0	7.0	1
http://purl.obolibrary.org/obo/DOID_0080632	1.0	1.0	11.0	50.0	36.0	1
http://purl.obolibrary.org/obo/DOID_0080763	1.0	1.5	13.0	67.0	17.5	2
http://purl.obolibrary.org/obo/DOID_14118	1.0	4.0	20.0	63.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0050984	1.0	1.0	11.0	65.0	21.0	1
http://purl.obolibrary.org/obo/DOID_6407	1.0	3.0	24.0	58.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0111527	1.0	1.0	16.0	53.0	28.0	1
http://purl.obolibrary.org/obo/DOID_0060029	2.5	6.5	20.5	55.0	15.5	2
http://purl.obolibrary.org/obo/DOID_0070127	2.0	5.0	19.0	58.0	16.0	1
http://purl.obolibrary.org/obo/DOID_5612	2.3333333333333335	6.333333333333333	22.833333333333332	56.0	12.5	6
http://purl.obolibrary.org/obo/DOID_0050140	3.0	11.0	31.0	46.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0070099	3.0	9.0	27.0	50.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0111554	1.0	1.0	15.0	56.0	27.0	1
http://purl.obolibrary.org/obo/DOID_0110632	2.0	2.0	16.0	52.0	27.0	1
http://purl.obolibrary.org/obo/DOID_1626	2.25	4.75	18.0	57.5	17.25	4
http://purl.obolibrary.org/obo/DOID_2752	1.0	2.0	17.0	61.0	19.0	1
http://purl.obolibrary.org/obo/DOID_4929	1.0	3.0	23.0	62.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0040070	3.0	10.0	27.0	50.0	10.0	1
http://purl.obolibrary.org/obo/DOID_4114	2.5	10.0	29.75	48.5	9.0	4
http://purl.obolibrary.org/obo/DOID_0110049	1.0	3.0	18.0	61.0	16.0	1
